niti besede več	-5.627598875435069e-05
niti besede vač	-10.328217506408691
niti beseda več	-11.876306533813477
niti esede več	-12.513029098510742
niti bvesede več	-12.665842056274414
z vidika slovenije so posebej posvarile pred zmanjševanjem kohezijskih sredstev	-0.0046701133251190186
z vidika slovenije so posebej posvarile pred zmanjšenjem kohezijskih sredstev	-5.734616279602051
z vidika sloveninje so posebej posvarile pred zmanjševanjem kohezijskih sredstev	-8.088547706604004
z vidika slovenije so posebej posvarile pred zmanjševanjem kohezijskih sredstev se	-13.022295951843262
z vidika slovenije so posebej posvarile pred zmanjševanjem kohezijskih sredstevh	-13.495965003967285
najini učenci so tudi v orkestrih mariborske in ljubljanske opere pa v orkestrih v tujini	-0.0012718806974589825
najini učenci so tudi v orkestrih mariborske a in ljubljanske opere pa v orkestrih v tujini	-7.824673175811768
najini učenci so tudi v orkestrih mariborske inli ljubljanske opere pa v orkestrih v tujini	-9.57348346710205
najini učenci so tudi v orkestrih mariborske in ljubljanske opere pa v orčestrih v tujini	-10.400240898132324
najini učenci so tudi v orkestrih mariborske in ljubljanske opere pa v orkestrih v tujino	-14.308117866516113
če pa niso iz slovenije	-0.0005358781781978905
če pa nisoj slovenije	-8.868236541748047
če pa niso izj slovenije	-9.817520141601562
če pa ni soo iz slovenije	-9.954327583312988
če pa niso iz sloveninje	-10.188823699951172
v agenciji izpostavljajo pritiske na plače v javnem sektorju in ponovno uvedbo indeksacije pokojnin	-0.0031233513727784157
v agenciji izpostavljajo pritisk na plače v javnem sektorju in ponovno uvedbo indeksacije pokojnin	-6.508067607879639
agenciji izpostavljajo pritiske na plače v javnem sektorju in ponovno uvedbo indeksacije pokojnin	-9.441959381103516
v agenciji izpostavljajo pritiske na plače v javnem sektorju in ponovno uvedbo indeksacije pokojninin	-12.890751838684082
v agenciji izpostavljajo pritiske na plače v javnem sektorju in ponovno uvedbo indeksacije pokojninn	-13.313246726989746
je olimpija spet kupila mačka v žaklju	-0.0015877783298492432
je olimpija spet kupila mačka v žakljiju	-7.2204108238220215
je olimpija spet kupila mačka v žaklju	-7.667245388031006
je olimpija spet kupila mačka v žaklu	-10.704413414001465
je olimpija spet kupila mačka v žaklju 	-13.928791999816895
policistu je prisodil kakšnih petdeset let	-0.5554229021072388
policistou je prisodil kakšnih petdeset let	-0.9965831637382507
policistv je prisodil kakšnih petdeset let	-3.650197744369507
policistu je prisodil kakšnih petdeset le	-13.661705017089844
policistou je prisodil kakšnih petdeset le	-14.102865219116211
urugvajski nogometaši so nato slabo začeli drugi polčas za kar so bili kaznovani	-0.01331871747970581
urugvajski nogometaši so nato slabost začeli drugi polčas za kar so bili kaznovani	-4.917477130889893
urugvajski nogometaši so nato slabo začeli drugi polčas zakar so bili kaznovani	-5.799915313720703
urugvajski nogometaši so nato slabo začeli drugi polčas za kar so bili kaznovanni	-13.040291786193848
urugvajski nogometaši so nato slabo začeli drugi polčas za kar so bili kaznovaji	-14.45081901550293
evropi ste zelo zvesti kar se mi zdi čudovito saj v evropski okolici pravkar mnogi dvomijo o ideji evrope	-0.05390024185180664
evropi te zelo zvesti kar se mi zdi čudovito saj v evropski okolici pravkar mnogi dvomijo o ideji evrope	-3.6537280082702637
evropi ssta zelo zvesti kar se mi zdi čudovito saj v evropski okolici pravkar mnogi dvomijo o ideji evrope	-5.996621131896973
evropi ste zelo zvesti kar se mi zdi čudovito saj v evropski okolici pravkar mnogi dvomijo o ideji evropke	-12.87812328338623
evropi ste zelo zvesti kar se mi zdi čudovito saj v evropski okolici pravkar mnogi dvomijo o ideji evrobe	-13.949966430664062
v letošnji sezoni mu zagrebško zasedbo ni uspevalo nič takšnega kot zadnji dve sezoni zato so se vodilni odločili za njegovo menjavo	-0.2277393490076065
v letošnji sezoni mu z zagrebško zasedbo ni uspevalo nič takšnega kot zadnji dve sezoni zato so se vodilni odločili za njegovo menjavo	-1.713393211364746
v letošnji sezoni mu v zagrebško zasedbo ni uspevalo nič takšnega kot zadnji dve sezoni zato so se vodilni odločili za njegovo menjavo	-7.852387428283691
v letošnji sezoni mu zagrebško zasedbo ni uspevalo nič takšnega kot zadnji dve sezoni zato so se vodilni odločili za njegovo menjavo 	-15.535967826843262
v letošnji sezoni mu zagrebško zasedbo ni uspevalo nič takšnega kot zadnji dve sezoni zato so se vodilni odločili za njegovo menjava	-16.33297348022461
